date,core_rank|rank_corr,core_rank|long,core_rank|short_asset_return,core_rank|spread,all_ols|rank_corr,all_ols|long,all_ols|short_asset_return,all_ols|spread,textcore_ols|rank_corr,textcore_ols|long,textcore_ols|short_asset_return,textcore_ols|spread,textcore_ridge_rc|rank_corr,textcore_ridge_rc|long,textcore_ridge_rc|short_asset_return,textcore_ridge_rc|spread,textcore_enet_rc|rank_corr,textcore_enet_rc|long,textcore_enet_rc|short_asset_return,textcore_enet_rc|spread,textcore_lasso_rc|rank_corr,textcore_lasso_rc|long,textcore_lasso_rc|short_asset_return,textcore_lasso_rc|spread
2012-01-03,-0.028584003448698065,-0.00253252216532266,0.0021107750400087073,-0.004643297205331368,0.05338125724146331,-0.003069766715654712,0.008910467869361172,-0.011980234585015884,0.052522731533558305,0.012752394248076105,0.005156987077688774,0.007595407170387331,0.10516263592050994,0.012741074408742656,0.00169381453982717,0.011047259868915485,0.10731861642294713,0.011101363883493963,-0.0034496036801492116,0.014550967563643175,0.1229318991376078,0.0051157554441365735,0.001870175764191235,0.0032455796799453385
2012-01-04,-0.01596036294858412,-0.0038120022790293674,0.005450397096900686,-0.009262399375930054,-0.21499188345354792,-0.006558198622907699,0.011571097832611413,-0.01812929645551911,-0.027086422213441052,-0.009327213040822289,0.0024706114994611237,-0.011797824540283414,0.09076471381258655,-0.0006369055399942703,-0.005899634749511554,0.0052627292095172844,0.11841372722734529,-0.0004921280400867938,-0.002056724076136259,0.0015645960360494652,0.02116749394957791,-0.007896064765216416,0.012288590363853675,-0.02018465512907009
2012-01-05,-0.06850753914617873,-0.0043351385640221785,0.0075631938780914235,-0.011898332442113602,-0.034334167361690295,0.002584357032973433,0.009183427195731241,-0.006599070162757808,0.1417394709014234,0.01673978794427437,0.0030437991752101223,0.013695988769064247,0.029710149964691953,0.00437387778298139,0.0004707059087502426,0.003903171874231147,0.016588012612850467,0.004502060873780032,-0.003073905221128135,0.007575966094908167,0.09957441090786495,0.012883217318342768,0.00405049650740796,0.008832720810934808
2012-01-06,-0.046577267049914856,0.00013572377966899747,0.009032065052376225,-0.008896341272707229,0.01577410625267056,0.002727513639167969,-0.004368601895528707,0.007096115534696676,-0.0004985266761221318,-0.005311931951601887,-0.0009131408741714308,-0.004398791077430457,-0.0264717665020852,-0.004212068417950473,-0.005526611853026859,0.001314543435076386,-0.0481790423423746,-0.000495063760823205,0.0009319519890645612,-0.0014270157498877663,-0.04953218617756325,-0.008409403077122384,-0.0003002391548816642,-0.00810916392224072
2012-01-09,-0.06401318618879258,-0.003369449867308574,0.006036495976179498,-0.009405945843488072,0.036130136885350286,0.005034550674871145,0.012306527869060705,-0.00727197719418956,-0.009953663170441303,-0.0030282990865968095,0.0036850377592157852,-0.006713336845812595,-0.026205456300997167,0.0013985107341824147,0.002978468559326351,-0.0015799578251439364,-0.043598719156584094,-0.0004454838851102454,0.0015330093999688685,-0.001978493285079114,-0.09158054055277609,-0.0012490032170094942,0.0008519756789621189,-0.002100978895971613
2012-01-10,-0.023548032297432908,-0.008174688913231575,0.0010183644814608028,-0.009193053394692377,0.12790002391772304,-0.006507341313925208,-0.0016528468930874344,-0.0048544944208377735,0.15665532083187225,0.016401541136124995,-0.014969689838148613,0.031371230974273606,0.12254185581109799,-0.00412430178680738,-0.008564123037341932,0.0044398212505345515,0.11484239890134908,-0.00294846332956353,-0.008514058588937435,0.005565595259373906,0.14380295324889517,-0.0036142326885621866,-0.012670177214561219,0.009055944525999032
2012-01-11,-0.12352871866449601,-0.007577188251692979,0.00502862677640053,-0.01260581502809351,0.019394292370413513,-0.0034853849701277704,0.00251932816299132,-0.0060047131331190905,-0.23002082152731704,-0.0029261103411785732,0.012563406994475737,-0.015489517335654311,-0.20693370610385312,-0.006855027144440821,0.0017348118008312246,-0.008589838945272045,-0.15292010659900837,-0.006855027144440821,0.00026018236590490156,-0.007115209510345722,-0.19970005389498777,-0.007034022045039301,0.008533123394406983,-0.015567145439446284
2012-01-12,-0.2136946875203515,-0.0025147470780287036,0.007515086549421466,-0.01002983362745017,-0.07174939018751221,-0.00023498255234617044,-0.0005890011106750778,0.0003540185583289074,0.026234623462346236,-0.005279234742780519,0.0021949865323927795,-0.007474221275173299,0.09587758775877588,-0.0010347214089599806,0.0016191779769711083,-0.0026538993859310887,0.04980498049804981,9.517275921009518e-05,-0.0013618296999370891,0.0014570024591471842,0.03635163516351635,0.00011519268694687662,-0.0020077955679835054,0.002122988254930382
2012-01-13,-0.048634805786263814,-0.001446015624487015,0.00284215114236685,-0.004288166766853865,-0.04128045867176302,-0.004849723744045735,0.002042433513224687,-0.006892157257270421,-0.10831342570473006,-0.019422418275364523,0.0010905231982648274,-0.02051294147362935,-0.1612517916865743,-0.008893532103558041,-0.0006098928960226379,-0.008283639207535404,-0.1938525242873069,0.0038710164358677617,-0.0001839904626107669,0.0040550068984785284,-0.14486383182035356,-0.017181304866519063,0.010794238044379111,-0.027975542910898175
2012-01-17,0.08649397713945306,0.012698359974920338,0.0066567441253996855,0.006041615849520653,0.01616344085079471,-0.001302943386563701,0.00022221191766972584,-0.001525155304233427,0.03741011946902675,-0.0012226663465250056,0.004594155359363229,-0.005816821705888235,-0.00012870584563860624,-0.00723942367914428,0.009796573316657042,-0.01703599699580132,-0.024024711522611694,-0.005069257355442733,0.010390921548527627,-0.01546017890397036,0.012386513905485334,-0.0036017633858179375,0.0033347702992753583,-0.006936533685093296
2012-01-18,-0.03531924010642486,0.005233872599331774,0.0034665941091427603,0.0017672784901890137,0.13149453410385298,-0.0009553719790651629,0.001845379943089332,-0.002800751922154495,0.2048520971040228,0.008710578303707603,0.002759659016697402,0.005950919287010201,0.19421190762872184,0.002977247884530493,0.0002138103512722649,0.002763437533258228,0.2142120498777501,0.010759444978960744,-0.006005857367142812,0.016765302346103555,0.2154069374658855,0.018646069563056356,-0.006005857367142812,0.02465192693019917
2012-01-19,0.03382461948569935,0.003858593929940647,-0.003047952022351288,0.006906545952291935,-0.025852779247242306,-0.0014179689762824257,0.0028039646748205605,-0.004221933651102986,0.0025274851767478593,0.006522024730807189,-0.0015709251885274067,0.008092949919334595,0.04471101684758616,0.004137215548618904,-0.0107951109057358,0.014932326454354706,0.08359314346197473,0.0007799040615344841,-0.012872069882196305,0.01365197394373079,0.044515087764117334,0.004144645054526122,-0.007104948194426537,0.01124959324895266
